production_id,crop_id,region_id,area_harvested,quantity,yield,time_id
20191045102,2019326,20190022019111,59,1153,19.54,201910
20191002608,2019335,20190022019111,36,4085,113.47,201910
20191070572,2019328,20190022019111,48,3732,77.75,201910
20191017316,2019330,20190022019111,28,2045,73.04,201910
20191054237,2019332,20190022019111,92,8472,92.09,201910
20191015325,2019333,20190022019111,96,7377,76.84,201910
20191087107,2019305,20190022019112,23,6641,288.74,201910
20191069430,2019306,20190022019112,31,7552,243.61,201910
20191074969,2019307,20190022019112,62,366,5.9,201910
20191041706,2019308,20190022019112,61,5670,92.95,201910
20191045905,2019309,20190022019112,45,281,6.24,201910
20191084764,2019310,20190022019112,76,9858,129.71,201910
20191048041,2019311,20190022019112,91,3435,37.75,201910
20191099129,2019312,20190022019112,83,6518,78.53,201910
20191073742,2019316,20190022019112,97,1691,17.43,201910
20191007133,2019317,20190022019112,61,5189,85.07,201910
20191091525,2019323,20190022019112,55,8365,152.09,201910
20191007093,2019325,20190022019112,34,1783,52.44,201910
20191011130,2019326,20190022019112,56,9351,166.98,201910
20191062107,2019335,20190022019112,64,259,4.05,201910
20191050047,2019328,20190022019112,72,3330,46.25,201910
20191073461,2019330,20190022019112,54,1497,27.72,201910
20191021816,2019332,20190022019112,82,6788,82.78,201910
20191059371,2019333,20190022019112,41,6198,151.17,201910
20191093476,2019301,20190022019113,49,1579,32.22,201910
20191023640,2019302,20190022019113,72,4944,68.67,201910
20191000730,2019305,20190022019113,43,3392,78.88,201910
20191078261,2019319,20190022019113,42,3774,89.86,201910
20191071058,2019331,20190022019113,89,406,4.56,201910
20191073452,2019316,20190022019113,58,5581,96.22,201910
20191091103,2019311,20190022019113,71,4445,62.61,201910
20191004143,2019301,20190022019114,49,5154,105.18,201910
20191023455,2019302,20190022019114,77,8333,108.22,201910
20191044352,2019305,20190022019114,62,6835,110.24,201910
20191074330,2019319,20190022019114,31,2978,96.06,201910
20191047816,2019331,20190022019114,96,1721,17.93,201910
20191076942,2019316,20190022019114,65,2679,41.22,201910
20191019781,2019311,20190022019114,48,8267,172.23,201910
20191058548,2019301,20190012019115,33,6849,207.55,201910
20191039933,2019303,20190012019115,65,8899,136.91,201910
20191047832,2019304,20190012019115,97,2204,22.72,201910
20191025491,2019306,20190012019115,37,840,22.7,201910
20191032334,2019307,20190012019115,62,8156,131.55,201910
20191005911,2019308,20190012019115,84,947,11.27,201910
20191050370,2019309,20190012019115,59,907,15.37,201910
20191032310,2019310,20190012019115,24,9384,391.0,201910
20191097128,2019311,20190012019115,45,7053,156.73,201910
20191030526,2019313,20190012019115,42,6444,153.43,201910
20191058424,2019315,20190012019115,80,2901,36.26,201910
20191081053,2019316,20190012019115,27,6011,222.63,201910
20191052994,2019318,20190012019115,54,688,12.74,201910
20191037870,2019319,20190012019115,58,7555,130.26,201910
20191086424,2019320,20190012019115,34,1873,55.09,201910
20191060949,2019323,20190012019115,87,3267,37.55,201910
20191055836,2019324,20190012019115,45,9942,220.93,201910
20191032174,2019325,20190012019115,34,8754,257.47,201910
20191038026,2019326,20190012019115,55,7257,131.95,201910
20191067269,2019327,20190012019115,72,3703,51.43,201910
20191002220,2019328,20190012019115,26,4333,166.65,201910
20191058169,2019329,20190012019115,78,5039,64.6,201910
20191049523,2019330,20190012019115,77,128,1.66,201910
20191085168,2019331,20190012019115,56,2907,51.91,201910
20191011057,2019332,20190012019115,73,8044,110.19,201910
20191074077,2019333,20190012019115,50,7819,156.38,201910
20191029224,2019334,20190012019115,54,8879,164.43,201910
20191018063,2019335,20190012019115,41,8330,203.17,201910
20191048318,2019304,20190012019116,50,3560,71.2,201910
20191040211,2019306,20190012019116,78,4940,63.33,201910
20191070058,2019301,20190012019116,98,7933,80.95,201910
20191072007,2019319,20190012019116,74,7995,108.04,201910
20191064571,2019320,20190012019116,73,5300,72.6,201910
20191073238,2019304,20190012019117,97,4623,47.66,201910
20191003420,2019306,20190012019117,78,7010,89.87,201910
20191050425,2019301,20190012019117,83,1164,14.02,201910
20191014228,2019319,20190012019117,79,6334,80.18,201910
20191082217,2019320,20190012019117,67,8287,123.69,201910
20191055036,2019304,20190012019118,40,8445,211.12,201910
20191026670,2019306,20190012019118,42,6866,163.48,201910
20191011772,2019301,20190012019118,73,2192,30.03,201910
20191021382,2019319,20190012019118,92,9706,105.5,201910
20191018599,2019320,20190012019118,40,8138,203.45,201910
20191026149,2019305,20190042019119,87,1712,19.68,201910
20191093739,2019314,20190042019119,90,9945,110.5,201910
20191049912,2019321,20190042019119,64,3501,54.7,201910
20191085817,2019322,20190042019119,57,539,9.46,201910
20191056222,2019305,20190042019120,34,8023,235.97,201910
20191059730,2019314,20190042019120,91,8184,89.93,201910
20191062235,2019321,20190042019120,33,9549,289.36,201910
20191056404,2019322,20190042019120,90,3866,42.96,201910
20191050297,2019305,20190022019121,65,4292,66.03,201910
20191069004,2019314,20190022019121,62,8525,137.5,201910
20191022169,2019317,20190022019121,23,8186,355.91,201910
20191084255,2019321,20190022019121,62,8111,130.82,201910
20191027986,2019305,20190022019122,71,9308,131.1,201910
20191068087,2019314,20190022019122,37,4651,125.7,201910
20191075918,2019317,20190022019122,43,163,3.79,201910
20191001907,2019321,20190022019122,20,359,17.95,201910
20191099656,2019322,20190032019123,41,8149,198.76,201910
20191047509,2019321,20190032019123,84,3983,47.42,201910
20191013558,2019322,20190032019124,22,1082,49.18,201910
20191062931,2019321,20190032019124,53,9728,183.55,201910
20191098580,2019306,20190012019125,52,2174,41.81,201910
20191091940,2019304,20190012019125,37,210,5.68,201910
20191045568,2019301,20190012019125,36,5575,154.86,201910
20191079657,2019319,20190012019125,80,7115,88.94,201910
20191060507,2019320,20190012019125,29,8710,300.34,201910
20191060727,2019306,20190012019126,71,9957,140.24,201910
20191084539,2019304,20190012019126,21,7330,349.05,201910
20191034900,2019301,20190012019126,82,3306,40.32,201910
20191049490,2019319,20190012019126,67,7430,110.9,201910
20191057673,2019320,20190012019126,93,3017,32.44,201910
20191009204,2019302,20190012019127,36,6533,181.47,201910
20191060604,2019303,20190012019127,77,9537,123.86,201910
20191056639,2019304,20190012019127,46,455,9.89,201910
20191088734,2019306,20190012019127,25,9750,390.0,201910
20191055533,2019313,20190012019127,49,7729,157.73,201910
20191000974,2019319,20190012019127,44,9685,220.11,201910
20191025943,2019320,20190012019127,44,6542,148.68,201910
20191016408,2019317,20190012019127,74,7597,102.66,201910
20191011604,2019318,20190012019127,95,7902,83.18,201910
20191092324,2019329,20190012019127,70,8991,128.44,201910
20191064831,2019331,20190012019127,33,1497,45.36,201910
20191011142,2019332,20190012019127,65,6478,99.66,201910
20191097467,2019333,20190012019127,70,4484,64.06,201910
20191010122,2019327,20190012019127,58,5576,96.14,201910
20191025583,2019309,20190012019127,53,5981,112.85,201910
20191090382,2019310,20190012019127,76,7811,102.78,201910
20191064600,2019302,20190012019128,58,4286,73.9,201910
20191063594,2019303,20190012019128,30,901,30.03,201910
20191087154,2019304,20190012019128,25,2854,114.16,201910
20191007185,2019306,20190012019128,33,4082,123.7,201910
20191099933,2019313,20190012019128,70,1682,24.03,201910
20191039270,2019319,20190012019128,53,7387,139.38,201910
20191059522,2019320,20190012019128,24,4151,172.96,201910
20191098786,2019317,20190012019128,62,5964,96.19,201910
20191068535,2019318,20190012019128,28,1152,41.14,201910
20191046112,2019329,20190012019128,72,4518,62.75,201910
20191015413,2019331,20190012019128,69,6282,91.04,201910
20191004529,2019332,20190012019128,97,8566,88.31,201910
20191047307,2019333,20190012019128,46,5772,125.48,201910
20191035295,2019327,20190012019128,93,238,2.56,201910
20191007655,2019309,20190012019128,79,3920,49.62,201910
20191016559,2019310,20190012019128,60,5500,91.67,201910
20191034170,2019302,20190052019129,33,861,26.09,201910
20191024290,2019312,20190052019129,27,7801,288.93,201910
20191005695,2019317,20190052019129,53,2105,39.72,201910
20191081357,2019322,20190052019129,38,1607,42.29,201910
20191097130,2019302,20190052019130,87,1932,22.21,201910
20191065382,2019312,20190052019130,29,6876,237.1,201910
20191095284,2019317,20190052019130,56,1851,33.05,201910
20191079761,2019322,20190052019130,28,7766,277.36,201910
20191162162,2019305,20190022019111,44,6136,139.45,201911
20191176227,2019306,20190022019111,40,7662,191.55,201911
20191141605,2019307,20190022019111,58,6258,107.9,201911
20191126423,2019308,20190022019111,52,2561,49.25,201911
20191159109,2019309,20190022019111,84,8880,105.71,201911
20191129847,2019310,20190022019111,24,3078,128.25,201911
20191179211,2019311,20190022019111,88,4680,53.18,201911
20191143276,2019312,20190022019111,39,1151,29.51,201911
20191171139,2019316,20190022019111,83,711,8.57,201911
20191152080,2019317,20190022019111,79,395,5.0,201911
20191182407,2019323,20190022019111,80,6819,85.24,201911
20191182687,2019325,20190022019111,23,8252,358.78,201911
20191134832,2019326,20190022019111,67,4789,71.48,201911
20191184114,2019335,20190022019111,20,4736,236.8,201911
20191155923,2019328,20190022019111,75,2036,27.15,201911
20191122039,2019330,20190022019111,96,583,6.07,201911
20191114005,2019332,20190022019111,47,8370,178.09,201911
20191111155,2019333,20190022019111,73,5783,79.22,201911
20191103467,2019305,20190022019112,75,1499,19.99,201911
20191116120,2019306,20190022019112,81,3360,41.48,201911
20191126652,2019307,20190022019112,35,6481,185.17,201911
20191174935,2019308,20190022019112,89,3701,41.58,201911
20191152137,2019309,20190022019112,64,7992,124.88,201911
20191160550,2019310,20190022019112,33,8317,252.03,201911
20191108240,2019311,20190022019112,85,706,8.31,201911
20191181982,2019312,20190022019112,59,1360,23.05,201911
20191128663,2019316,20190022019112,71,2206,31.07,201911
20191104557,2019317,20190022019112,39,1781,45.67,201911
20191149383,2019323,20190022019112,76,5866,77.18,201911
20191112915,2019325,20190022019112,31,237,7.65,201911
20191117544,2019326,20190022019112,29,5204,179.45,201911
20191180265,2019335,20190022019112,63,2620,41.59,201911
20191184309,2019328,20190022019112,78,8794,112.74,201911
20191124863,2019330,20190022019112,92,6501,70.66,201911
20191173859,2019332,20190022019112,43,287,6.67,201911
20191142807,2019333,20190022019112,66,6862,103.97,201911
20191172641,2019301,20190022019113,57,5427,95.21,201911
20191162039,2019302,20190022019113,97,2303,23.74,201911
20191125881,2019305,20190022019113,58,496,8.55,201911
20191147500,2019319,20190022019113,97,3284,33.86,201911
20191116397,2019331,20190022019113,100,7563,75.63,201911
20191100642,2019316,20190022019113,94,2392,25.45,201911
20191184117,2019311,20190022019113,85,9310,109.53,201911
20191189761,2019301,20190022019114,53,8721,164.55,201911
20191111132,2019302,20190022019114,86,1793,20.85,201911
20191113638,2019305,20190022019114,74,885,11.96,201911
20191128005,2019319,20190022019114,99,3396,34.3,201911
20191199774,2019331,20190022019114,98,4991,50.93,201911
20191161756,2019316,20190022019114,64,9192,143.62,201911
20191111530,2019311,20190022019114,43,9297,216.21,201911
20191178471,2019301,20190012019115,66,3479,52.71,201911
20191106368,2019303,20190012019115,41,8854,215.95,201911
20191164886,2019304,20190012019115,33,4081,123.67,201911
20191163620,2019306,20190012019115,33,2828,85.7,201911
20191173908,2019307,20190012019115,67,5437,81.15,201911
20191199281,2019308,20190012019115,71,6803,95.82,201911
20191116301,2019309,20190012019115,23,3950,171.74,201911
20191145570,2019310,20190012019115,39,2223,57.0,201911
20191122901,2019311,20190012019115,26,1269,48.81,201911
20191161846,2019313,20190012019115,44,3129,71.11,201911
20191150456,2019315,20190012019115,99,6993,70.64,201911
20191154975,2019316,20190012019115,47,3115,66.28,201911
20191199971,2019318,20190012019115,79,7116,90.08,201911
20191169139,2019319,20190012019115,57,6928,121.54,201911
20191125110,2019320,20190012019115,37,9217,249.11,201911
20191141373,2019323,20190012019115,49,8887,181.37,201911
20191149275,2019324,20190012019115,58,7812,134.69,201911
20191110221,2019325,20190012019115,70,9752,139.31,201911
20191106308,2019326,20190012019115,77,3250,42.21,201911
20191125767,2019327,20190012019115,50,9343,186.86,201911
20191195955,2019328,20190012019115,29,2311,79.69,201911
20191187495,2019329,20190012019115,31,2528,81.55,201911
20191144611,2019330,20190012019115,68,8284,121.82,201911
20191116863,2019331,20190012019115,43,6425,149.42,201911
20191198829,2019332,20190012019115,65,3184,48.98,201911
20191199247,2019333,20190012019115,76,2324,30.58,201911
20191177706,2019334,20190012019115,84,3901,46.44,201911
20191186754,2019335,20190012019115,88,6725,76.42,201911
20191151892,2019304,20190012019116,46,1152,25.04,201911
20191111064,2019306,20190012019116,92,8144,88.52,201911
20191129335,2019301,20190012019116,26,555,21.35,201911
20191115904,2019319,20190012019116,57,9059,158.93,201911
20191181717,2019320,20190012019116,86,8355,97.15,201911
20191110710,2019304,20190012019117,41,4599,112.17,201911
20191159855,2019306,20190012019117,70,1930,27.57,201911
20191177650,2019301,20190012019117,98,7655,78.11,201911
20191186156,2019319,20190012019117,73,1304,17.86,201911
20191170471,2019320,20190012019117,87,2848,32.74,201911
20191125990,2019304,20190012019118,98,2079,21.21,201911
20191193375,2019306,20190012019118,31,1219,39.32,201911
20191123508,2019301,20190012019118,29,3367,116.1,201911
20191164187,2019319,20190012019118,30,5205,173.5,201911
20191183346,2019320,20190012019118,87,8550,98.28,201911
20191186767,2019305,20190042019119,38,5788,152.32,201911
20191193081,2019314,20190042019119,89,3209,36.06,201911
20191122010,2019321,20190042019119,43,5606,130.37,201911
20191172466,2019322,20190042019119,25,1805,72.2,201911
20191184801,2019305,20190042019120,42,695,16.55,201911
20191115764,2019314,20190042019120,95,268,2.82,201911
20191182740,2019321,20190042019120,92,8787,95.51,201911
20191102649,2019322,20190042019120,75,5277,70.36,201911
20191126290,2019305,20190022019121,39,8353,214.18,201911
20191112582,2019314,20190022019121,58,2738,47.21,201911
20191190879,2019317,20190022019121,23,3281,142.65,201911
20191184699,2019321,20190022019121,96,3354,34.94,201911
20191143779,2019305,20190022019122,48,4946,103.04,201911
20191155034,2019314,20190022019122,37,763,20.62,201911
20191193062,2019317,20190022019122,95,8424,88.67,201911
20191157714,2019321,20190022019122,78,7529,96.53,201911
20191108871,2019322,20190032019123,51,7817,153.27,201911
20191111369,2019321,20190032019123,94,6392,68.0,201911
20191102074,2019322,20190032019124,65,383,5.89,201911
20191135210,2019321,20190032019124,68,579,8.51,201911
20191170226,2019306,20190012019125,64,745,11.64,201911
20191134346,2019304,20190012019125,89,4726,53.1,201911
20191124804,2019301,20190012019125,50,7826,156.52,201911
20191118667,2019319,20190012019125,44,7100,161.36,201911
20191171472,2019320,20190012019125,39,3565,91.41,201911
20191168545,2019306,20190012019126,28,4643,165.82,201911
20191152024,2019304,20190012019126,91,8900,97.8,201911
20191150632,2019301,20190012019126,65,5485,84.38,201911
20191128654,2019319,20190012019126,51,9414,184.59,201911
20191118778,2019320,20190012019126,68,9724,143.0,201911
20191133716,2019302,20190012019127,76,6718,88.39,201911
20191115363,2019303,20190012019127,63,8232,130.67,201911
20191186522,2019304,20190012019127,52,4740,91.15,201911
20191118646,2019306,20190012019127,48,9319,194.15,201911
20191116666,2019313,20190012019127,75,5344,71.25,201911
20191137270,2019319,20190012019127,29,2394,82.55,201911
20191121120,2019320,20190012019127,65,2932,45.11,201911
20191138342,2019317,20190012019127,92,5342,58.07,201911
20191143692,2019318,20190012019127,78,4951,63.47,201911
20191194370,2019329,20190012019127,81,301,3.72,201911
20191176548,2019331,20190012019127,73,9351,128.1,201911
20191196303,2019332,20190012019127,92,5146,55.93,201911
20191140842,2019333,20190012019127,78,7017,89.96,201911
20191125699,2019327,20190012019127,98,4907,50.07,201911
20191197691,2019309,20190012019127,90,681,7.57,201911
20191105467,2019310,20190012019127,27,4528,167.7,201911
20191153396,2019302,20190012019128,27,8652,320.44,201911
20191122920,2019303,20190012019128,96,2773,28.89,201911
20191124437,2019304,20190012019128,76,3316,43.63,201911
20191180146,2019306,20190012019128,68,5843,85.93,201911
20191187462,2019313,20190012019128,64,5916,92.44,201911
20191154517,2019319,20190012019128,49,5637,115.04,201911
20191172611,2019320,20190012019128,51,1111,21.78,201911
20191160192,2019317,20190012019128,83,7760,93.49,201911
20191109174,2019318,20190012019128,74,3651,49.34,201911
20191173458,2019329,20190012019128,55,2946,53.56,201911
20191108085,2019331,20190012019128,93,8108,87.18,201911
20191177550,2019332,20190012019128,44,8380,190.45,201911
20191165582,2019333,20190012019128,83,8252,99.42,201911
20191187310,2019327,20190012019128,20,6653,332.65,201911
20191102544,2019309,20190012019128,61,2095,34.34,201911
20191143185,2019310,20190012019128,60,2619,43.65,201911
20191122059,2019302,20190052019129,61,2910,47.7,201911
20191111132,2019312,20190052019129,89,8179,91.9,201911
20191118959,2019317,20190052019129,82,3316,40.44,201911
20191175979,2019322,20190052019129,85,5233,61.56,201911
20191190214,2019302,20190052019130,67,5374,80.21,201911
20191190925,2019312,20190052019130,63,6307,100.11,201911
20191110614,2019317,20190052019130,32,8322,260.06,201911
20191151836,2019322,20190052019130,59,8453,143.27,201911
20191226655,2019305,20190022019111,77,4093,53.16,201912
20191292793,2019306,20190022019111,87,108,1.24,201912
20191272044,2019307,20190022019111,30,5358,178.6,201912
20191242235,2019308,20190022019111,36,1185,32.92,201912
20191250339,2019309,20190022019111,70,8600,122.86,201912
20191218618,2019310,20190022019111,42,4363,103.88,201912
20191229560,2019311,20190022019111,70,7778,111.11,201912
20191284971,2019312,20190022019111,82,729,8.89,201912
20191288832,2019316,20190022019111,29,8723,300.79,201912
20191268615,2019317,20190022019111,62,3221,51.95,201912
20191295921,2019323,20190022019111,45,486,10.8,201912
20191276704,2019325,20190022019111,47,9786,208.21,201912
20191215264,2019326,20190022019111,90,2638,29.31,201912
20191260188,2019335,20190022019111,31,537,17.32,201912
20191246996,2019328,20190022019111,90,804,8.93,201912
20191257815,2019330,20190022019111,73,2429,33.27,201912
20191248976,2019332,20190022019111,76,3336,43.89,201912
20191213225,2019333,20190022019111,50,2705,54.1,201912
20191216441,2019305,20190022019112,40,1272,31.8,201912
20191250001,2019306,20190022019112,65,7212,110.95,201912
20191219278,2019307,20190022019112,98,3978,40.59,201912
20191281631,2019308,20190022019112,20,6828,341.4,201912
20191283770,2019309,20190022019112,78,3763,48.24,201912
20191287621,2019310,20190022019112,87,6429,73.9,201912
20191228605,2019311,20190022019112,70,4495,64.21,201912
20191254794,2019312,20190022019112,91,4475,49.18,201912
20191285203,2019316,20190022019112,69,9704,140.64,201912
20191208455,2019317,20190022019112,81,453,5.59,201912
20191202421,2019323,20190022019112,75,4619,61.59,201912
20191238594,2019325,20190022019112,67,7199,107.45,201912
20191284646,2019326,20190022019112,52,8856,170.31,201912
20191256216,2019335,20190022019112,89,8992,101.03,201912
20191215165,2019328,20190022019112,81,237,2.93,201912
20191276841,2019330,20190022019112,53,9999,188.66,201912
20191273758,2019332,20190022019112,83,9819,118.3,201912
20191247620,2019333,20190022019112,81,7185,88.7,201912
20191269435,2019301,20190022019113,100,3377,33.77,201912
20191201712,2019302,20190022019113,59,3223,54.63,201912
20191292501,2019305,20190022019113,72,1414,19.64,201912
20191297762,2019319,20190022019113,20,8200,410.0,201912
20191228461,2019331,20190022019113,99,9703,98.01,201912
20191242177,2019316,20190022019113,86,1765,20.52,201912
20191208387,2019311,20190022019113,32,9007,281.47,201912
20191228623,2019301,20190022019114,22,9068,412.18,201912
20191296857,2019302,20190022019114,26,9973,383.58,201912
20191279686,2019305,20190022019114,46,8651,188.07,201912
20191255889,2019319,20190022019114,67,7125,106.34,201912
20191248290,2019331,20190022019114,56,1432,25.57,201912
20191284154,2019316,20190022019114,97,1255,12.94,201912
20191200508,2019311,20190022019114,82,4970,60.61,201912
20191223774,2019301,20190012019115,74,1079,14.58,201912
20191270376,2019303,20190012019115,41,9664,235.71,201912
20191214742,2019304,20190012019115,36,2085,57.92,201912
20191266674,2019306,20190012019115,65,6069,93.37,201912
20191224030,2019307,20190012019115,48,6754,140.71,201912
20191286295,2019308,20190012019115,35,3890,111.14,201912
20191268528,2019309,20190012019115,52,1837,35.33,201912
20191270298,2019310,20190012019115,66,6703,101.56,201912
20191250483,2019311,20190012019115,60,2645,44.08,201912
20191226591,2019313,20190012019115,28,3843,137.25,201912
20191227765,2019315,20190012019115,47,352,7.49,201912
20191281647,2019316,20190012019115,54,9897,183.28,201912
20191229687,2019318,20190012019115,35,9352,267.2,201912
20191257296,2019319,20190012019115,38,624,16.42,201912
20191223570,2019320,20190012019115,72,4127,57.32,201912
20191267176,2019323,20190012019115,42,7291,173.6,201912
20191293145,2019324,20190012019115,28,1453,51.89,201912
20191262041,2019325,20190012019115,90,5107,56.74,201912
20191223914,2019326,20190012019115,46,2343,50.93,201912
20191286003,2019327,20190012019115,27,4654,172.37,201912
20191240456,2019328,20190012019115,99,3860,38.99,201912
20191295477,2019329,20190012019115,41,5002,122.0,201912
20191269402,2019330,20190012019115,91,7412,81.45,201912
20191260585,2019331,20190012019115,30,573,19.1,201912
20191230446,2019332,20190012019115,23,6733,292.74,201912
20191265391,2019333,20190012019115,31,8131,262.29,201912
20191208446,2019334,20190012019115,31,4188,135.1,201912
20191278374,2019335,20190012019115,37,4939,133.49,201912
20191227016,2019304,20190012019116,31,5269,169.97,201912
20191208189,2019306,20190012019116,41,4799,117.05,201912
20191297592,2019301,20190012019116,82,8465,103.23,201912
20191268460,2019319,20190012019116,83,6965,83.92,201912
20191259465,2019320,20190012019116,34,4352,128.0,201912
20191266861,2019304,20190012019117,49,8564,174.78,201912
20191286608,2019306,20190012019117,64,1530,23.91,201912
20191229498,2019301,20190012019117,73,5684,77.86,201912
20191237053,2019319,20190012019117,72,8441,117.24,201912
20191264372,2019320,20190012019117,39,6652,170.56,201912
20191289119,2019304,20190012019118,35,6000,171.43,201912
20191228165,2019306,20190012019118,29,6928,238.9,201912
20191247581,2019301,20190012019118,52,4194,80.65,201912
20191297148,2019319,20190012019118,66,3995,60.53,201912
20191258191,2019320,20190012019118,86,882,10.26,201912
20191228617,2019305,20190042019119,29,7848,270.62,201912
20191270780,2019314,20190042019119,28,3120,111.43,201912
20191293714,2019321,20190042019119,94,8339,88.71,201912
20191250547,2019322,20190042019119,61,1641,26.9,201912
20191289253,2019305,20190042019120,79,7007,88.7,201912
20191208464,2019314,20190042019120,56,7717,137.8,201912
20191263145,2019321,20190042019120,67,8538,127.43,201912
20191298087,2019322,20190042019120,92,524,5.7,201912
20191277539,2019305,20190022019121,23,862,37.48,201912
20191211050,2019314,20190022019121,65,2982,45.88,201912
20191292250,2019317,20190022019121,88,9489,107.83,201912
20191292606,2019321,20190022019121,38,7438,195.74,201912
20191234739,2019305,20190022019122,61,5146,84.36,201912
20191241914,2019314,20190022019122,73,4264,58.41,201912
20191224985,2019317,20190022019122,32,3548,110.88,201912
20191200901,2019321,20190022019122,48,9649,201.02,201912
20191239690,2019322,20190032019123,43,6452,150.05,201912
20191275052,2019321,20190032019123,33,677,20.52,201912
20191212237,2019322,20190032019124,44,5373,122.11,201912
20191279576,2019321,20190032019124,21,1435,68.33,201912
20191294990,2019306,20190012019125,81,8674,107.09,201912
20191226613,2019304,20190012019125,21,3077,146.52,201912
20191210868,2019301,20190012019125,39,5692,145.95,201912
20191237054,2019319,20190012019125,27,2784,103.11,201912
20191259795,2019320,20190012019125,67,7288,108.78,201912
20191292014,2019306,20190012019126,58,2430,41.9,201912
20191206119,2019304,20190012019126,42,8674,206.52,201912
20191276938,2019301,20190012019126,71,7655,107.82,201912
20191280171,2019319,20190012019126,66,6562,99.42,201912
20191208265,2019320,20190012019126,93,9111,97.97,201912
20191244618,2019302,20190012019127,85,6725,79.12,201912
20191222023,2019303,20190012019127,30,8445,281.5,201912
20191264088,2019304,20190012019127,25,2500,100.0,201912
20191226598,2019306,20190012019127,97,4664,48.08,201912
20191252286,2019313,20190012019127,78,4372,56.05,201912
20191263085,2019319,20190012019127,29,7170,247.24,201912
20191253728,2019320,20190012019127,49,8160,166.53,201912
20191218275,2019317,20190012019127,33,228,6.91,201912
20191284215,2019318,20190012019127,83,9001,108.45,201912
20191228650,2019329,20190012019127,59,3378,57.25,201912
20191239285,2019331,20190012019127,35,8112,231.77,201912
20191221735,2019332,20190012019127,98,5195,53.01,201912
20191208943,2019333,20190012019127,48,8570,178.54,201912
20191234307,2019327,20190012019127,73,3771,51.66,201912
20191289641,2019309,20190012019127,99,5094,51.45,201912
20191205012,2019310,20190012019127,50,7756,155.12,201912
20191295036,2019302,20190012019128,24,3557,148.21,201912
20191238984,2019303,20190012019128,42,9001,214.31,201912
20191226235,2019304,20190012019128,63,7988,126.79,201912
20191207949,2019306,20190012019128,67,6042,90.18,201912
20191234259,2019313,20190012019128,32,9225,288.28,201912
20191256972,2019319,20190012019128,72,6016,83.56,201912
20191240328,2019320,20190012019128,29,9985,344.31,201912
20191221176,2019317,20190012019128,30,8048,268.27,201912
20191247209,2019318,20190012019128,85,2413,28.39,201912
20191212544,2019329,20190012019128,70,1522,21.74,201912
20191290217,2019331,20190012019128,90,2292,25.47,201912
20191262438,2019332,20190012019128,36,5923,164.53,201912
20191284882,2019333,20190012019128,43,5651,131.42,201912
20191249158,2019327,20190012019128,21,5743,273.48,201912
20191235890,2019309,20190012019128,26,6032,232.0,201912
20191233600,2019310,20190012019128,80,2820,35.25,201912
20191240891,2019302,20190052019129,64,3315,51.8,201912
20191225380,2019312,20190052019129,65,5494,84.52,201912
20191286311,2019317,20190052019129,56,6928,123.71,201912
20191219144,2019322,20190052019129,35,3632,103.77,201912
20191225267,2019302,20190052019130,66,853,12.92,201912
20191254436,2019312,20190052019130,98,1566,15.98,201912
20191212343,2019317,20190052019130,90,4860,54.0,201912
20191211488,2019322,20190052019130,43,9181,213.51,201912
20200144666,2019305,20200022020131,38,683,17.97,202001
20200178868,2019306,20200022020131,70,7738,110.54,202001
20200161753,2019307,20200022020131,99,3838,38.77,202001
20200189046,2019308,20200022020131,27,5621,208.19,202001
20200183288,2019309,20200022020131,77,6218,80.75,202001
20200192460,2019310,20200022020131,22,7722,351.0,202001
20200106030,2019311,20200022020131,56,8519,152.12,202001
20200155763,2019312,20200022020131,49,3506,71.55,202001
20200160704,2019316,20200022020131,100,5195,51.95,202001
20200141282,2019317,20200022020131,74,3603,48.69,202001
20200129550,2019323,20200022020131,94,589,6.27,202001
20200136314,2019325,20200022020131,93,6918,74.39,202001
20200131580,2019326,20200022020131,76,447,5.88,202001
20200127943,2019335,20200022020131,45,8660,192.44,202001
20200109656,2019328,20200022020131,50,3311,66.22,202001
20200160205,2019330,20200022020131,82,4165,50.79,202001
20200129336,2019332,20200022020131,59,2461,41.71,202001
20200160733,2019333,20200022020131,26,7770,298.85,202001
20200140464,2019305,20200022020132,85,7126,83.84,202001
20200187730,2019306,20200022020132,56,6639,118.55,202001
20200113200,2019307,20200022020132,50,5501,110.02,202001
20200100890,2019308,20200022020132,61,8851,145.1,202001
20200145020,2019309,20200022020132,30,2162,72.07,202001
20200106468,2019310,20200022020132,22,8041,365.5,202001
20200166959,2019311,20200022020132,82,8158,99.49,202001
20200195074,2019312,20200022020132,94,952,10.13,202001
20200141601,2019316,20200022020132,21,582,27.71,202001
20200139456,2019317,20200022020132,42,7860,187.14,202001
20200175017,2019323,20200022020132,61,9728,159.48,202001
20200140907,2019325,20200022020132,61,5807,95.2,202001
20200194342,2019326,20200022020132,39,9308,238.67,202001
20200107031,2019335,20200022020132,85,7247,85.26,202001
20200130530,2019328,20200022020132,24,8291,345.46,202001
20200169998,2019330,20200022020132,75,7010,93.47,202001
20200187443,2019332,20200022020132,46,8309,180.63,202001
20200123844,2019333,20200022020132,38,1759,46.29,202001
20200142635,2019301,20200022020133,42,6059,144.26,202001
20200172956,2019302,20200022020133,75,2020,26.93,202001
20200184448,2019305,20200022020133,69,3349,48.54,202001
20200119045,2019319,20200022020133,90,4179,46.43,202001
20200173185,2019331,20200022020133,39,2590,66.41,202001
20200189318,2019316,20200022020133,88,3139,35.67,202001
